Time: 15-Jan-17 15:02:23; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:25; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:27; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:29; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:31; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:33; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:35; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:37; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:39; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:41; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:43; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:45; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 15-Jan-17 15:02:47; Tag:AI 1; Description: ; Type: High boundary exceeded; AlarmID: 1; 0; 60
Time: 18-Jan-17 21:10:49; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -83.8670567945424; Low: -40; High: 40
Time: 18-Jan-17 21:10:49; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -73.3333333333334; Low: 0; High: 99
Time: 18-Jan-17 21:10:50; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -86.6025403784439; Low: -40; High: 40
Time: 18-Jan-17 21:10:51; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -89.1006524188368; Low: -40; High: 40
Time: 18-Jan-17 21:10:51; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -60; Low: 0; High: 99
Time: 18-Jan-17 21:10:52; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -91.3545457642601; Low: -40; High: 40
Time: 18-Jan-17 21:10:53; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -93.3580426497202; Low: -40; High: 40
Time: 18-Jan-17 21:10:53; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -46.6666666666667; Low: 0; High: 99
Time: 18-Jan-17 21:10:54; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -95.1056516295154; Low: -40; High: 40
Time: 18-Jan-17 21:10:55; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -96.5925826289068; Low: -40; High: 40
Time: 18-Jan-17 21:10:55; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:10:56; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -97.8147600733806; Low: -40; High: 40
Time: 18-Jan-17 21:10:56; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -26.6666666666667; Low: 0; High: 99
Time: 18-Jan-17 21:10:57; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -98.7688340595138; Low: -40; High: 40
Time: 18-Jan-17 21:10:58; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -99.4521895368273; Low: -40; High: 40
Time: 18-Jan-17 21:10:58; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -13.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:10:59; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -99.8629534754574; Low: -40; High: 40
Time: 18-Jan-17 21:11:00; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 100; Low: -40; High: 40
Time: 18-Jan-17 21:11:00; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: 0; Low: 0; High: 99
Time: 18-Jan-17 21:11:01; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 99.8629534754574; Low: -40; High: 40
Time: 18-Jan-17 21:11:01; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:02; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 99.4521895368273; Low: -40; High: 40
Time: 18-Jan-17 21:11:03; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 98.7688340595138; Low: -40; High: 40
Time: 18-Jan-17 21:11:03; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:04; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 97.8147600733806; Low: -40; High: 40
Time: 18-Jan-17 21:11:05; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 96.5925826289068; Low: -40; High: 40
Time: 18-Jan-17 21:11:05; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:06; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 95.1056516295154; Low: -40; High: 40
Time: 18-Jan-17 21:11:07; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 93.3580426497202; Low: -40; High: 40
Time: 18-Jan-17 21:11:07; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:08; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 91.3545457642601; Low: -40; High: 40
Time: 18-Jan-17 21:11:09; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 89.1006524188368; Low: -40; High: 40
Time: 18-Jan-17 21:11:09; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:10; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 86.6025403784439; Low: -40; High: 40
Time: 18-Jan-17 21:11:11; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 83.8670567945424; Low: -40; High: 40
Time: 18-Jan-17 21:11:11; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:12; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 80.9016994374947; Low: -40; High: 40
Time: 18-Jan-17 21:11:13; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 77.7145961456971; Low: -40; High: 40
Time: 18-Jan-17 21:11:13; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:14; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 74.3144825477394; Low: -40; High: 40
Time: 18-Jan-17 21:11:15; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 70.7106781186548; Low: -40; High: 40
Time: 18-Jan-17 21:11:15; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:16; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 66.9130606358858; Low: -40; High: 40
Time: 18-Jan-17 21:11:17; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 62.9320391049838; Low: -40; High: 40
Time: 18-Jan-17 21:11:17; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:18; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 58.7785252292473; Low: -40; High: 40
Time: 18-Jan-17 21:11:19; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 54.4639035015027; Low: -40; High: 40
Time: 18-Jan-17 21:11:19; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:20; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 50; Low: -40; High: 40
Time: 18-Jan-17 21:11:21; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 45.3990499739547; Low: -40; High: 40
Time: 18-Jan-17 21:11:21; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:22; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 40.67366430758; Low: -40; High: 40
Time: 18-Jan-17 21:11:23; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:25; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:27; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:29; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:11:31; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666664; Low: 0; High: 99
Time: 18-Jan-17 21:11:33; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:11:35; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:11:38; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -40.67366430758; Low: -40; High: 40
Time: 18-Jan-17 21:11:39; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -45.3990499739547; Low: -40; High: 40
Time: 18-Jan-17 21:11:40; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -50; Low: -40; High: 40
Time: 18-Jan-17 21:11:41; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -54.4639035015027; Low: -40; High: 40
Time: 18-Jan-17 21:11:42; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -58.7785252292473; Low: -40; High: 40
Time: 18-Jan-17 21:11:43; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -62.9320391049837; Low: -40; High: 40
Time: 18-Jan-17 21:11:44; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -66.9130606358858; Low: -40; High: 40
Time: 18-Jan-17 21:11:45; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -70.7106781186547; Low: -40; High: 40
Time: 18-Jan-17 21:11:46; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -74.3144825477394; Low: -40; High: 40
Time: 18-Jan-17 21:11:47; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -77.7145961456971; Low: -40; High: 40
Time: 18-Jan-17 21:11:48; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -80.9016994374947; Low: -40; High: 40
Time: 18-Jan-17 21:11:49; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -83.8670567945424; Low: -40; High: 40
Time: 18-Jan-17 21:11:50; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -86.6025403784439; Low: -40; High: 40
Time: 18-Jan-17 21:11:51; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -89.1006524188368; Low: -40; High: 40
Time: 18-Jan-17 21:11:52; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -91.3545457642601; Low: -40; High: 40
Time: 18-Jan-17 21:11:53; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -93.3580426497202; Low: -40; High: 40
Time: 18-Jan-17 21:11:54; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -95.1056516295154; Low: -40; High: 40
Time: 18-Jan-17 21:11:55; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:11:55; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -96.5925826289068; Low: -40; High: 40
Time: 18-Jan-17 21:11:56; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -97.8147600733806; Low: -40; High: 40
Time: 18-Jan-17 21:11:57; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:11:57; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -98.7688340595138; Low: -40; High: 40
Time: 18-Jan-17 21:11:58; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -99.4521895368273; Low: -40; High: 40
Time: 18-Jan-17 21:11:59; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666666; Low: 0; High: 99
Time: 18-Jan-17 21:11:59; Tag:AI PROBA 10; Description: ; Type: Low boundary exceeded; AlarmID: ne znam; Tag Value: -99.8629534754574; Low: -40; High: 40
Time: 18-Jan-17 21:12:00; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 100; Low: -40; High: 40
Time: 18-Jan-17 21:12:01; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 99.8629534754574; Low: -40; High: 40
Time: 18-Jan-17 21:12:01; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:02; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 99.4521895368273; Low: -40; High: 40
Time: 18-Jan-17 21:12:03; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 98.7688340595138; Low: -40; High: 40
Time: 18-Jan-17 21:12:03; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:04; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 97.8147600733806; Low: -40; High: 40
Time: 18-Jan-17 21:12:05; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 96.5925826289068; Low: -40; High: 40
Time: 18-Jan-17 21:12:05; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:06; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 95.1056516295154; Low: -40; High: 40
Time: 18-Jan-17 21:12:07; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 93.3580426497202; Low: -40; High: 40
Time: 18-Jan-17 21:12:07; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:08; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 91.3545457642601; Low: -40; High: 40
Time: 18-Jan-17 21:12:09; Tag:AI PROBA 10; Description: ; Type: High boundary exceeded; AlarmID: ne znam; Tag Value: 89.1006524188368; Low: -40; High: 40
Time: 18-Jan-17 21:12:09; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:11; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:13; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:15; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:17; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:19; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:21; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:23; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:25; Tag:DI 1; Description: ; Type: High boundary exceeded; AlarmID: ZA DIGITAL; Tag Value: 1; Low: -1; High: 1
Time: 18-Jan-17 21:12:31; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666664; Low: 0; High: 99
Time: 18-Jan-17 21:12:33; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:12:35; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:12:55; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:12:57; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:12:59; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666666; Low: 0; High: 99
Time: 18-Jan-17 21:13:31; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666664; Low: 0; High: 99
Time: 18-Jan-17 21:13:33; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:25:31; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666664; Low: 0; High: 99
Time: 18-Jan-17 21:25:33; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:25:35; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:25:55; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:25:57; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:25:59; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666666; Low: 0; High: 99
Time: 18-Jan-17 21:26:31; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666664; Low: 0; High: 99
Time: 18-Jan-17 21:26:33; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:26:35; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:26:55; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:26:57; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:26:59; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666666; Low: 0; High: 99
Time: 18-Jan-17 21:27:31; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666664; Low: 0; High: 99
Time: 18-Jan-17 21:27:33; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:27:35; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:27:55; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:27:57; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:27:59; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666666; Low: 0; High: 99
Time: 18-Jan-17 21:28:31; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666664; Low: 0; High: 99
Time: 18-Jan-17 21:28:33; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:28:35; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:28:55; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:28:57; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:28:59; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666666; Low: 0; High: 99
Time: 18-Jan-17 21:32:31; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666664; Low: 0; High: 99
Time: 18-Jan-17 21:32:33; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:34:31; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666664; Low: 0; High: 99
Time: 18-Jan-17 21:34:33; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:34:35; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:34:55; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:34:57; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:34:59; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666666; Low: 0; High: 99
Time: 18-Jan-17 21:35:31; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666664; Low: 0; High: 99
Time: 18-Jan-17 21:35:33; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:35:35; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:36:31; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666664; Low: 0; High: 99
Time: 18-Jan-17 21:36:33; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:36:35; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:36:55; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:36:57; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:36:59; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666666; Low: 0; High: 99
Time: 18-Jan-17 21:37:31; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666664; Low: 0; High: 99
Time: 18-Jan-17 21:37:33; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:37:35; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:37:55; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -33.3333333333333; Low: 0; High: 99
Time: 18-Jan-17 21:37:57; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -20; Low: 0; High: 99
Time: 18-Jan-17 21:37:59; Tag:AI 1; Description: ; Type: Low boundary exceeded; AlarmID: 2; Tag Value: -6.66666666666666; Low: 0; High: 99
